PctPoorPersons_1980,PctPoorPersons_1990,PctPoorPersons_2000,PctPoorPersons_2011_15,PctPoorChildren_1990,PctPoorChildren_2000,PctPoorChildren_2011_15,PctPoorElderly_1990,PctPoorElderly_2000,PctPoorElderly_2011_15,PctUnemployed_1980,PctUnemployed_1990,PctUnemployed_2000,PctUnemployed_2011_15,Pct16andOverEmployed_1980,Pct16andOverEmployed_1990,Pct16andOverEmployed_2000,Pct16andOverEmployed_2011_15,Pct25andOverWoutHS_1980,Pct25andOverWoutHS_1990,Pct25andOverWoutHS_2000,Pct25andOverWoutHS_2011_15,PctHshldPhone_2000,PctHshldPhone_2011_15,PctHshldCar_2000,PctHshldCar_2011_15,AvgFamilyIncAdj_1980,AvgFamilyIncAdj_1990,AvgFamilyIncAdj_2000,AvgFamilyIncAdj_2011_15,PctChgAvgFamilyIncAdj_1980_1990,PctChgAvgFamilyIncAdj_1990_2000,PctChgAvgFamilyIncA_2000_2011_15,fs_client_2000,fs_client_2001,fs_client_2002,fs_client_2003,fs_client_2004,fs_client_2005,fs_client_2006,fs_client_2007,fs_client_2008,fs_client_2009,fs_client_2010,fs_client_2011,fs_client_2012,fs_client_2013,fs_client_2014,fs_client_2015,fs_client_2016,tanf_client_2000,tanf_client_2001,tanf_client_2002,tanf_client_2003,tanf_client_2004,tanf_client_2005,tanf_client_2006,tanf_client_2007,tanf_client_2008,tanf_client_2009,tanf_client_2010,tanf_client_2011,tanf_client_2012,tanf_client_2013,tanf_client_2014,tanf_client_2015,tanf_client_2016,Rate_crimes_pt1_violent_2000,Rate_crimes_pt1_violent_2001,Rate_crimes_pt1_violent_2002,Rate_crimes_pt1_violent_2003,Rate_crimes_pt1_violent_2004,Rate_crimes_pt1_violent_2005,Rate_crimes_pt1_violent_2006,Rate_crimes_pt1_violent_2007,Rate_crimes_pt1_violent_2008,Rate_crimes_pt1_violent_2009,Rate_crimes_pt1_violent_2010,Rate_crimes_pt1_violent_2011,Rate_crimes_pt1_violent_2012,Rate_crimes_pt1_violent_2013,Rate_crimes_pt1_violent_2014,Rate_crimes_pt1_violent_2015,Rate_crimes_pt1_violent_2016,Rate_crimes_pt1_property_2000,Rate_crimes_pt1_property_2001,Rate_crimes_pt1_property_2002,Rate_crimes_pt1_property_2003,Rate_crimes_pt1_property_2004,Rate_crimes_pt1_property_2005,Rate_crimes_pt1_property_2006,Rate_crimes_pt1_property_2007,Rate_crimes_pt1_property_2008,Rate_crimes_pt1_property_2009,Rate_crimes_pt1_property_2010,Rate_crimes_pt1_property_2011,Rate_crimes_pt1_property_2012,Rate_crimes_pt1_property_2013,Rate_crimes_pt1_property_2014,Rate_crimes_pt1_property_2015,Rate_crimes_pt1_property_2016,CENSUS_TRACT
s,s,19,12.0,s,18,9.7,47.0,21,16,s,s,6,5.0,s,s,68,84.0,s,s,30,14.0,94,99.0,53,56.0,s,s,77307,98631,s,s,28,211,233,254,274,269,274,303,278,305,327,361,396.0,457.0,496.0,464.0,439.0,424.0,111,115,144,156,156,159,142,104,98,102,114,117,142,155,125,104,97,23,23.0,19.0,23.0,18.0,15.0,22.0,25.0,18.0,20.0,16.0,14.0,8.2,11.0,12.0,11.0,13.0,49,55.0,62.0,59.0,70.0,54.0,78.0,67.0,62.0,63.0,38.0,59.0,76.0,75.0,96.0,99.0,147.0,4902.0
s,s,27,8.3,s,40,0,44.0,55,22,s,s,7.5,2.5,s,s,67,82.0,s,s,31,6.2,95,99.0,47,69.0,s,s,76688,196843,s,s,157,86,81,80,83,82,90,91,90,89,97,116,139.0,152.0,164.0,154.0,151.0,138.0,20,23,23,21,21,19,17,13,14,12,14,16,15,15,14,13,11,21,37.0,34.0,18.0,22.0,24.0,18.0,11.0,15.0,17.0,9.2,9.7,12.0,8.7,5.1,9.7,7.2,148,129.0,142.0,112.0,98.0,92.0,131.0,72.0,66.0,67.0,61.0,58.0,95.0,70.0,75.0,74.0,101.0,5001.0
s,s,27,13.0,s,40,9.7,44.0,55,34,s,s,7.5,4.1,s,s,67,77.0,s,s,31,16.0,95,99.0,47,39.0,s,s,76688,118073,s,s,54,462,431,430,444,436,482,489,479,478,518,622,742.0,811.0,874.0,825.0,807.0,735.0,105,121,125,113,112,99,88,70,72,66,75,87,82,79,76,70,61,11,13.0,7.5,9.2,7.6,8.2,11.0,7.4,8.1,3.5,5.8,5.8,6.3,3.2,3.0,3.2,3.2,34,33.0,48.0,39.0,38.0,34.0,38.0,32.0,30.0,29.0,20.0,24.0,28.0,26.0,29.0,24.0,29.0,5002.0
s,s,19,7.9,s,45,0,22.0,36,20,s,s,5.3,2.8,s,s,74,88.0,s,s,14,6.2,99,97.0,45,51.0,s,s,79867,187519,s,s,135,278,274,299,325,323,321,310,300,291,315,352,380.0,357.0,371.0,348.0,324.0,298.0,116,116,122,137,141,134,121,122,87,105,122,108,89,69,46,50,47,10,15.0,9.9,9.6,6.0,9.0,6.8,9.8,8.3,8.4,7.9,8.6,6.9,6.9,4.8,5.4,3.6,58,54.0,66.0,57.0,46.0,45.0,49.0,59.0,57.0,59.0,48.0,56.0,56.0,54.0,64.0,62.0,70.0,5201.0
s,s,8.7,7.8,s,10,0,12.0,12,7.4,s,s,2.9,0.8,s,s,87,85.0,s,s,5.9,0.7,99,96.0,45,40.0,s,s,202199,157026,s,s,-22,47,53,52,61,52,48,45,60,61,61,78,65.0,64.0,57.0,62.0,60.0,62.0,18,22,22,24,27,13,11,12,20,29,25,12,6,6,8,10,11,11,8.3,8.9,8.1,7.3,6.1,7.7,5.5,7.5,6.3,7.1,6.1,5.9,3.2,2.6,4.4,3.6,75,57.0,59.0,47.0,45.0,45.0,37.0,45.0,57.0,55.0,34.0,54.0,56.0,47.0,50.0,48.0,50.0,5301.0
s,s,13,18.0,s,21,39,3.1,0,7.7,s,s,1.2,2.5,s,s,79,74.0,s,s,5.6,1.2,99,97.0,51,52.0,s,s,175218,203773,s,s,16,s,7,12,8,12,14,10,10,11,11,21,26.0,37.0,39.0,31.0,32.0,38.0,0,0,s,s,s,0,s,0,0,0,5,s,5,s,s,s,18,12,14.0,13.0,15.0,10.0,9.7,9.0,9.7,8.1,9.9,7.6,9.6,8.8,4.3,6.6,4.9,6.9,104,83.0,77.0,77.0,65.0,62.0,56.0,67.0,72.0,59.0,50.0,60.0,69.0,67.0,70.0,78.0,85.0,5500.0
s,s,25,22.0,s,0,0,9.4,12,16,s,s,4.5,2.9,s,s,55,60.0,s,s,6,3.4,100,98.0,49,35.0,s,s,320413,249259,s,s,-22,53,41,29,25,20,22,35,40,33,32,47,54.0,64.0,67.0,78.0,127.0,132.0,s,0,0,0,s,0,s,s,s,0,0,s,s,0,0,17,8,3,3.6,4.4,3.4,2.2,2.2,1.1,1.8,3.0,2.2,2.7,1.6,2.4,1.2,1.2,2.2,3.0,30,24.0,24.0,25.0,25.0,16.0,17.0,17.0,16.0,16.0,16.0,20.0,16.0,17.0,23.0,20.0,18.0,5600.0
s,s,31,16.0,s,53,23,70.0,54,24,s,s,4.2,5.6,s,s,63,78.0,s,s,32,9.7,99,99.0,47,47.0,s,s,115771,208395,s,s,80,334,311,375,476,558,568,518,312,211,178,181,196.0,181.0,168.0,177.0,183.0,184.0,24,9,10,11,14,7,8,11,5,0,s,s,5,s,0,s,7,145,151.0,81.0,78.0,55.0,41.0,50.0,46.0,46.0,40.0,37.0,40.0,43.0,38.0,28.0,36.0,36.0,1023,828.0,578.0,451.0,331.0,298.0,332.0,340.0,320.0,311.0,258.0,286.0,368.0,330.0,402.0,359.0,419.0,5800.0
s,s,37,14.0,s,5.1,0,55.0,64,34,s,s,32,5.2,s,s,43,74.0,s,s,34,9.1,95,98.0,39,44.0,s,s,67101,138258,s,s,106,903,740,754,934,969,969,901,748,721,850,877,952.0,962.0,969.0,843.0,812.0,683.0,120,125,142,152,142,133,102,81,47,56,48,62,80,82,89,70,59,21,21.0,19.0,21.0,11.0,8.8,12.0,15.0,16.0,13.0,7.3,12.0,11.0,7.3,10.0,13.0,13.0,157,128.0,135.0,96.0,48.0,50.0,55.0,66.0,56.0,58.0,36.0,57.0,70.0,68.0,65.0,48.0,63.0,5900.0
s,s,i,0.0,s,i,0,0.0,i,i,s,s,i,0.0,s,s,i,100.0,s,s,i,0.0,i,100.0,i,100.0,s,s,i,i,s,s,i,8,12,6,5,6,s,s,6,8,12,15,16.0,9.0,9.0,10.0,14.0,15.0,0,s,0,s,s,0,0,s,s,s,s,s,s,s,s,0,0,i,9667.0,3286.0,1900.0,1308.0,706.0,650.0,609.0,538.0,500.0,576.0,424.0,545.0,424.0,121.0,394.0,545.0,i,84667.0,27571.0,17000.0,6692.0,6118.0,4150.0,4652.0,4500.0,4200.0,3606.0,3697.0,4152.0,4515.0,5545.0,3909.0,4333.0,6202.0
s,s,42,44.0,s,46,59,31.0,61,33,s,s,16,19.0,s,s,32,38.0,s,s,52,25.0,97,93.0,29,40.0,s,s,28168,38352,s,s,36,1032,995,967,1046,1116,1139,1138,1094,1185,1248,1399,1488.0,1526.0,1535.0,1500.0,1465.0,1301.0,610,605,557,585,618,596,592,545,558,598,619,606,590,569,542,477,430,28,22.0,23.0,19.0,22.0,24.0,27.0,22.0,21.0,16.0,14.0,17.0,15.0,17.0,16.0,13.0,17.0,57,52.0,57.0,42.0,39.0,47.0,47.0,53.0,40.0,21.0,40.0,36.0,47.0,59.0,38.0,41.0,54.0,6400.0
s,s,5.3,8.2,s,6.9,3.3,0.0,0,0,s,s,1.6,3.0,s,s,86,84.0,s,s,2.5,2.8,100,97.0,80,70.0,s,s,180879,233031,s,s,29,33,35,29,26,25,23,27,24,17,23,34,41.0,33.0,34.0,29.0,32.0,21.0,10,10,7,8,6,8,11,10,5,8,7,6,s,s,s,7,0,4.4,6.4,6.7,7.1,4.0,4.8,4.0,0.8,4.0,3.2,2.8,2.0,4.7,2.8,4.3,2.4,2.8,60,64.0,55.0,46.0,38.0,42.0,34.0,35.0,36.0,35.0,32.0,35.0,57.0,45.0,48.0,40.0,40.0,6500.0
s,s,5.2,2.6,s,0,0,3.3,10,11,s,s,1.8,4.0,s,s,85,79.0,s,s,2,0.6,100,100.0,83,75.0,s,s,219466,269634,s,s,23,s,7,8,s,5,s,s,7,8,10,17,13.0,13.0,15.0,18.0,16.0,18.0,s,s,s,0,0,0,0,s,s,s,s,s,s,s,s,s,s,8.6,12.0,19.0,16.0,7.2,12.0,11.0,9.1,14.0,10.0,6.3,5.2,9.4,8.4,7.3,5.8,7.3,76,82.0,84.0,70.0,55.0,48.0,52.0,72.0,69.0,59.0,45.0,63.0,77.0,94.0,83.0,81.0,101.0,6600.0
s,s,4.9,3.9,s,3.7,0,18.0,12,1.2,s,s,0.9,3.0,s,s,80,77.0,s,s,5.2,2.6,99,97.0,83,86.0,s,s,155816,218587,s,s,40,263,157,106,64,81,74,72,83,77,81,85,99.0,116.0,111.0,106.0,104.0,91.0,20,20,23,29,40,36,31,30,27,32,21,24,32,24,26,22,18,11,14.0,14.0,15.0,9.1,9.0,6.5,6.7,5.9,7.7,4.8,7.4,3.7,5.3,3.4,7.4,3.4,50,70.0,52.0,48.0,37.0,45.0,29.0,36.0,51.0,61.0,38.0,41.0,35.0,45.0,46.0,32.0,32.0,6700.0
s,s,24,10.0,s,39,20,14.0,11,6,s,s,17,10.0,s,s,48,71.0,s,s,25,11.0,96,97.0,52,79.0,s,s,68916,109841,s,s,59,420,371,321,330,326,297,267,282,298,353,419,432.0,413.0,448.0,448.0,418.0,392.0,184,218,192,162,178,150,109,116,116,152,164,156,154,168,177,148,160,13,8.7,9.8,8.4,14.0,10.0,10.0,14.0,15.0,17.0,12.0,5.6,9.2,12.0,8.2,11.0,9.7,21,39.0,36.0,39.0,41.0,36.0,35.0,44.0,43.0,44.0,33.0,33.0,38.0,27.0,35.0,41.0,46.0,6801.000000000001
s,s,23,11.0,s,22,9.3,8.9,34,1.7,s,s,9.7,9.9,s,s,54,72.0,s,s,26,8.5,99,98.0,67,83.0,s,s,77514,143023,s,s,85,320,269,241,200,203,208,201,205,202,232,242,287.0,278.0,249.0,230.0,208.0,154.0,148,156,133,119,124,118,93,87,72,72,69,66,81,76,58,48,43,7.9,13.0,12.0,11.0,7.3,9.2,10.0,4.8,7.2,2.9,6.2,1.0,5.8,3.8,1.9,5.3,6.7,32,61.0,36.0,44.0,33.0,32.0,31.0,27.0,44.0,27.0,24.0,31.0,36.0,41.0,43.0,35.0,26.0,6802.0
s,s,9.6,91.0,s,0,i,0.0,0,100,s,s,0,54.0,s,s,9.9,0.4,s,s,39,27.0,54,100.0,71,100.0,s,s,83823,i,s,s,i,14,5,7,19,25,45,91,99,169,184,205,195.0,204.0,449.0,387.0,338.0,268.0,s,s,s,13,14,25,44,38,49,58,105,106,130,333,312,285,230,4.5,5.1,3.9,2.4,3.9,4.8,3.4,6.8,4.0,5.0,5.4,6.0,3.0,3.3,4.4,3.3,4.1,16,16.0,11.0,16.0,14.0,14.0,13.0,12.0,12.0,10.0,9.0,17.0,6.3,4.9,5.7,2.2,2.7,6804.000000000001
s,s,19,3.9,s,25,0,23.0,28,9.7,s,s,9,1.6,s,s,62,82.0,s,s,15,4.5,99,99.0,71,81.0,s,s,96371,171152,s,s,78,206,172,159,171,192,182,166,157,177,181,208,192.0,184.0,199.0,187.0,191.0,185.0,86,80,75,72,100,95,53,46,62,51,54,40,39,41,38,41,44,17,29.0,28.0,23.0,17.0,21.0,19.0,19.0,26.0,26.0,16.0,12.0,14.0,11.0,12.0,13.0,13.0,93,150.0,94.0,69.0,80.0,76.0,60.0,81.0,96.0,81.0,73.0,57.0,72.0,97.0,95.0,112.0,98.0,6900.0
s,s,14,5.2,s,41,0,19.0,6.7,11,s,s,4.8,3.5,s,s,81,78.0,s,s,6.5,3.7,100,96.0,73,75.0,s,s,123612,211766,s,s,71,64,76,87,87,80,80,78,75,87,84,87,128.0,129.0,123.0,112.0,89.0,81.0,32,33,38,46,32,37,36,26,36,33,24,21,29,30,29,25,21,22,20.0,19.0,19.0,10.0,8.9,8.6,11.0,8.2,12.0,8.2,5.7,12.0,5.3,11.0,11.0,9.6,90,105.0,97.0,69.0,78.0,52.0,47.0,63.0,57.0,70.0,59.0,50.0,81.0,103.0,121.0,129.0,109.0,7000.0
s,s,43,25.0,s,61,34,46.0,48,27,s,s,17,14.0,s,s,45,55.0,s,s,36,9.5,93,99.0,43,56.0,s,s,42523,104015,s,s,145,1184,1067,997,1004,1024,979,1004,934,945,938,1003,1134.0,1165.0,1176.0,1094.0,1039.0,939.0,672,698,606,596,634,615,565,533,501,476,465,487,488,432,419,368,339,27,14.0,18.0,19.0,17.0,18.0,18.0,24.0,20.0,20.0,19.0,14.0,13.0,11.0,9.3,17.0,13.0,47,47.0,51.0,41.0,44.0,33.0,23.0,42.0,50.0,66.0,57.0,60.0,65.0,76.0,69.0,72.0,53.0,7100.0
s,s,62,12.0,s,78,15,64.0,73,33,s,s,33,6.0,s,s,24,80.0,s,s,55,4.1,90,98.0,14,68.0,s,s,31337,133537,s,s,326,819,815,777,804,529,221,111,101,127,164,208,273.0,318.0,417.0,434.0,435.0,403.0,470,446,396,400,258,109,45,21,28,31,36,36,47,101,111,98,99,60,69.0,68.0,57.0,35.0,27.0,13.0,9.2,9.2,7.8,6.8,5.7,8.6,10.0,5.4,8.2,13.0,267,295.0,207.0,137.0,109.0,92.0,116.0,76.0,53.0,44.0,44.0,47.0,53.0,58.0,71.0,79.0,96.0,7200.0
s,s,2.5,2.7,s,2.4,2.3,0.0,0,0,s,s,5.9,0.9,s,s,77,80.0,s,s,4.6,0.0,99,98.0,96,96.0,s,s,73791,91259,s,s,24,30,19,16,15,19,24,36,25,15,10,17,24.0,28.0,20.0,22.0,17.0,7.0,6,8,10,6,s,5,13,8,s,0,7,s,s,9,8,0,0,0.4,0.2,0.0,0.4,0.9,0.5,0.3,0.3,0.0,0.3,0.0,0.0,1.7,0.3,0.0,0.3,0.0,1,0.2,0.6,1.3,1.4,1.5,1.5,1.9,0.9,1.5,0.7,0.7,1.0,2.0,1.0,2.3,1.0,7301.000000000001
s,s,44,41.0,s,58,60,28.0,17,12,s,s,22,23.0,s,s,37,39.0,s,s,33,20.0,93,93.0,50,47.0,s,s,36012,43321,s,s,20,1909,1728,1797,1893,1856,1543,1432,1461,1446,1717,1967,2164.0,2272.0,2282.0,2316.0,2294.0,2078.0,1280,1234,1241,1274,1289,1035,905,900,889,928,1000,992,972,954,976,884,811,25,25.0,28.0,26.0,23.0,22.0,24.0,27.0,33.0,30.0,32.0,30.0,26.0,20.0,17.0,19.0,14.0,32,44.0,43.0,47.0,45.0,35.0,32.0,45.0,52.0,42.0,47.0,43.0,25.0,31.0,24.0,27.0,24.0,7304.000000000001
s,s,58,61.0,s,68,70,42.0,41,33,s,s,28,22.0,s,s,30,34.0,s,s,42,31.0,96,95.0,29,29.0,s,s,23168,20219,s,s,-13,1751,1678,1685,1754,1757,1858,1787,1721,1670,1731,1865,2019.0,2120.0,2229.0,2052.0,1991.0,1576.0,1129,1163,1074,1037,1047,1076,1037,971,921,940,973,1042,1050,1069,962,837,639,32,32.0,33.0,36.0,39.0,31.0,38.0,35.0,26.0,33.0,33.0,36.0,43.0,29.0,27.0,29.0,33.0,38,50.0,31.0,32.0,29.0,43.0,41.0,56.0,63.0,74.0,53.0,71.0,83.0,56.0,45.0,68.0,49.0,7401.000000000001
s,s,28,32.0,s,32,35,37.0,21,43,s,s,16,21.0,s,s,55,48.0,s,s,42,16.0,95,96.0,47,47.0,s,s,41182,36418,s,s,-12,887,826,857,951,1004,1017,998,1060,1144,1348,1524,1659.0,1770.0,1839.0,1781.0,1748.0,1604.0,615,604,632,667,686,697,634,628,685,769,747,758,799,807,781,702,621,18,13.0,19.0,15.0,8.3,18.0,23.0,22.0,19.0,22.0,22.0,14.0,20.0,23.0,16.0,18.0,20.0,26,31.0,35.0,31.0,31.0,31.0,31.0,40.0,51.0,40.0,45.0,33.0,35.0,43.0,38.0,40.0,37.0,7403.0
s,s,63,40.0,s,73,51,62.0,34,34,s,s,50,28.0,s,s,20,39.0,s,s,55,22.0,97,94.0,31,54.0,s,s,32459,47594,s,s,47,1743,1388,960,834,994,1049,1033,1019,704,786,919,1179.0,1301.0,1303.0,1261.0,1277.0,1205.0,1200,1034,746,657,698,696,690,674,384,409,396,416,445,446,453,424,389,25,20.0,19.0,19.0,17.0,17.0,19.0,18.0,12.0,16.0,18.0,14.0,26.0,24.0,25.0,28.0,27.0,30,23.0,28.0,34.0,24.0,24.0,30.0,34.0,25.0,36.0,32.0,23.0,47.0,56.0,61.0,49.0,52.0,7404.000000000001
s,s,52,30.0,s,63,30,35.0,24,9.4,s,s,34,8.2,s,s,37,58.0,s,s,40,16.0,97,98.0,49,54.0,s,s,25537,36736,s,s,44,1752,1630,1747,1782,1824,1784,1723,1682,1789,1925,2002,2138.0,2199.0,2254.0,2116.0,2156.0,2051.0,1302,1271,1255,1249,1318,1209,1156,1106,1137,1224,1134,1114,1131,1129,1105,1019,978,21,17.0,24.0,20.0,16.0,14.0,17.0,22.0,25.0,22.0,17.0,17.0,21.0,23.0,18.0,18.0,22.0,19,22.0,30.0,36.0,22.0,31.0,25.0,30.0,31.0,27.0,25.0,31.0,26.0,29.0,23.0,34.0,27.0,7406.0
s,s,24,25.0,s,35,37,7.5,15,18,s,s,16,17.0,s,s,49,53.0,s,s,37,14.0,98,96.0,54,53.0,s,s,50509,44121,s,s,-13,713,538,581,817,896,1003,929,935,1063,1220,1391,1615.0,1783.0,1980.0,2040.0,2037.0,2004.0,444,398,423,494,497,574,511,490,540,568,561,642,701,776,832,767,759,21,24.0,21.0,21.0,21.0,18.0,19.0,27.0,21.0,18.0,18.0,26.0,25.0,18.0,18.0,15.0,14.0,49,43.0,46.0,55.0,47.0,41.0,32.0,49.0,39.0,43.0,48.0,49.0,50.0,53.0,44.0,43.0,34.0,7406.999999999999
s,s,52,52.0,s,66,72,31.0,35,16,s,s,22,23.0,s,s,41,32.0,s,s,38,22.0,90,97.0,40,40.0,s,s,29831,32213,s,s,8,1038,978,954,1075,1178,1122,1160,1127,1266,1420,1595,1818.0,2011.0,2062.0,1873.0,1862.0,1749.0,708,729,703,689,765,727,707,675,742,821,849,901,966,978,917,822,805,19,27.0,28.0,17.0,19.0,26.0,18.0,17.0,9.8,12.0,8.6,15.0,20.0,19.0,16.0,13.0,11.0,26,27.0,37.0,39.0,35.0,29.0,23.0,20.0,20.0,18.0,16.0,23.0,36.0,33.0,34.0,24.0,26.0,7408.0
s,s,41,38.0,s,51,56,30.0,34,26,s,s,23,20.0,s,s,40,44.0,s,s,36,17.0,97,96.0,49,49.0,s,s,36224,34742,s,s,-4.1,1079,1005,1043,1157,1223,1238,1214,1290,1393,1641,1854,2020.0,2155.0,2239.0,2167.0,2128.0,1953.0,748,736,770,812,835,849,772,765,833,936,909,922,973,982,951,854,757,20,19.0,18.0,22.0,14.0,21.0,15.0,15.0,14.0,17.0,22.0,16.0,17.0,14.0,14.0,12.0,11.0,30,29.0,34.0,35.0,40.0,40.0,36.0,45.0,41.0,43.0,44.0,34.0,34.0,28.0,25.0,35.0,29.0,7409.0
s,s,45,52.0,s,58,65,25.0,46,41,s,s,22,27.0,s,s,40,33.0,s,s,33,18.0,97,95.0,49,51.0,s,s,42625,49958,s,s,17,1430,1423,1469,1556,1653,1629,1479,1455,1501,1735,1962,2242.0,2435.0,2527.0,2500.0,2444.0,2263.0,858,1012,1070,1004,981,923,761,760,846,929,986,969,1002,987,1032,973,917,31,31.0,30.0,31.0,35.0,25.0,26.0,22.0,21.0,21.0,20.0,19.0,21.0,21.0,17.0,17.0,11.0,28,28.0,35.0,45.0,39.0,29.0,24.0,32.0,27.0,30.0,36.0,35.0,36.0,35.0,32.0,35.0,30.0,7502.0
s,s,38,47.0,s,52,59,27.0,16,22,s,s,23,17.0,s,s,44,46.0,s,s,34,17.0,97,97.0,50,56.0,s,s,44946,40188,s,s,-11,1088,1057,1173,1311,1454,1474,1473,1448,1560,1795,1950,2148.0,2309.0,2404.0,2343.0,2437.0,2444.0,727,729,788,894,976,930,890,801,802,839,834,819,872,857,879,872,898,24,27.0,21.0,21.0,22.0,18.0,21.0,35.0,28.0,18.0,26.0,31.0,26.0,24.0,24.0,23.0,26.0,56,64.0,50.0,51.0,63.0,48.0,45.0,56.0,38.0,62.0,43.0,58.0,49.0,47.0,64.0,73.0,69.0,7503.0
s,s,38,48.0,s,47,67,42.0,46,22,s,s,20,19.0,s,s,46,40.0,s,s,30,21.0,94,96.0,47,45.0,s,s,33854,42526,s,s,26,962,935,1038,1160,1287,1305,1304,1281,1380,1589,1726,1901.0,2043.0,2128.0,2073.0,2156.0,2163.0,643,645,697,791,864,823,787,709,709,743,738,724,771,758,778,772,795,24,19.0,29.0,27.0,17.0,24.0,22.0,26.0,32.0,13.0,24.0,19.0,23.0,19.0,19.0,16.0,18.0,32,28.0,37.0,36.0,29.0,24.0,31.0,41.0,37.0,33.0,33.0,36.0,44.0,61.0,53.0,40.0,42.0,7504.000000000001
s,s,21,24.0,s,26,38,33.0,18,21,s,s,19,17.0,s,s,45,51.0,s,s,32,12.0,96,99.0,61,61.0,s,s,65006,59906,s,s,-7.8,891,899,1016,1194,1196,1366,1408,1388,1473,1628,1795,1977.0,2101.0,2083.0,1997.0,2016.0,1832.0,508,542,613,673,723,780,718,700,723,767,732,743,815,808,780,758,749,22,29.0,26.0,22.0,19.0,21.0,24.0,20.0,18.0,18.0,17.0,20.0,25.0,28.0,20.0,20.0,24.0,61,65.0,57.0,49.0,37.0,31.0,36.0,39.0,45.0,42.0,38.0,43.0,58.0,67.0,72.0,59.0,53.0,7601.000000000001
s,s,16,21.0,s,28,34,14.0,13,15,s,s,9,6.9,s,s,56,60.0,s,s,20,13.0,97,99.0,70,76.0,s,s,68160,76039,s,s,12,329,366,422,427,478,496,496,465,490,648,757,949.0,1075.0,1128.0,1071.0,1047.0,949.0,177,209,252,207,234,247,255,226,216,282,281,316,333,347,341,319,299,10,12.0,13.0,13.0,12.0,12.0,10.0,15.0,15.0,9.3,15.0,16.0,8.7,6.4,9.6,7.4,7.4,46,59.0,67.0,86.0,51.0,41.0,36.0,44.0,41.0,40.0,37.0,47.0,42.0,35.0,32.0,35.0,33.0,7603.0
s,s,15,18.0,s,26,32,5.0,7.8,21,s,s,6.5,15.0,s,s,59,57.0,s,s,17,12.0,98,96.0,67,67.0,s,s,89075,75080,s,s,-16,483,434,461,513,526,596,541,537,558,782,949,1150.0,1274.0,1334.0,1318.0,1307.0,1179.0,263,266,259,248,243,268,252,251,260,314,357,443,437,428,487,448,413,18,22.0,15.0,14.0,17.0,15.0,15.0,14.0,10.0,10.0,12.0,6.6,20.0,16.0,14.0,10.0,13.0,53,61.0,56.0,75.0,49.0,42.0,40.0,46.0,32.0,39.0,33.0,28.0,63.0,58.0,67.0,50.0,57.0,7604.000000000001
