PctPoorPersons_1980,PctPoorPersons_1990,PctPoorPersons_2000,PctPoorPersons_2011_15,PctPoorChildren_1990,PctPoorChildren_2000,PctPoorChildren_2011_15,PctPoorElderly_1990,PctPoorElderly_2000,PctPoorElderly_2011_15,PctUnemployed_1980,PctUnemployed_1990,PctUnemployed_2000,PctUnemployed_2011_15,Pct16andOverEmployed_1980,Pct16andOverEmployed_1990,Pct16andOverEmployed_2000,Pct16andOverEmployed_2011_15,Pct25andOverWoutHS_1980,Pct25andOverWoutHS_1990,Pct25andOverWoutHS_2000,Pct25andOverWoutHS_2011_15,PctHshldPhone_2000,PctHshldPhone_2011_15,PctHshldCar_2000,PctHshldCar_2011_15,AvgFamilyIncAdj_1980,AvgFamilyIncAdj_1990,AvgFamilyIncAdj_2000,AvgFamilyIncAdj_2011_15,PctChgAvgFamilyIncAdj_1980_1990,PctChgAvgFamilyIncAdj_1990_2000,PctChgAvgFamilyIncA_2000_2011_15,fs_client_2000,fs_client_2001,fs_client_2002,fs_client_2003,fs_client_2004,fs_client_2005,fs_client_2006,fs_client_2007,fs_client_2008,fs_client_2009,fs_client_2010,fs_client_2011,fs_client_2012,fs_client_2013,fs_client_2014,fs_client_2015,fs_client_2016,tanf_client_2000,tanf_client_2001,tanf_client_2002,tanf_client_2003,tanf_client_2004,tanf_client_2005,tanf_client_2006,tanf_client_2007,tanf_client_2008,tanf_client_2009,tanf_client_2010,tanf_client_2011,tanf_client_2012,tanf_client_2013,tanf_client_2014,tanf_client_2015,tanf_client_2016,Rate_crimes_pt1_violent_2000,Rate_crimes_pt1_violent_2001,Rate_crimes_pt1_violent_2002,Rate_crimes_pt1_violent_2003,Rate_crimes_pt1_violent_2004,Rate_crimes_pt1_violent_2005,Rate_crimes_pt1_violent_2006,Rate_crimes_pt1_violent_2007,Rate_crimes_pt1_violent_2008,Rate_crimes_pt1_violent_2009,Rate_crimes_pt1_violent_2010,Rate_crimes_pt1_violent_2011,Rate_crimes_pt1_violent_2012,Rate_crimes_pt1_violent_2013,Rate_crimes_pt1_violent_2014,Rate_crimes_pt1_violent_2015,Rate_crimes_pt1_violent_2016,Rate_crimes_pt1_property_2000,Rate_crimes_pt1_property_2001,Rate_crimes_pt1_property_2002,Rate_crimes_pt1_property_2003,Rate_crimes_pt1_property_2004,Rate_crimes_pt1_property_2005,Rate_crimes_pt1_property_2006,Rate_crimes_pt1_property_2007,Rate_crimes_pt1_property_2008,Rate_crimes_pt1_property_2009,Rate_crimes_pt1_property_2010,Rate_crimes_pt1_property_2011,Rate_crimes_pt1_property_2012,Rate_crimes_pt1_property_2013,Rate_crimes_pt1_property_2014,Rate_crimes_pt1_property_2015,Rate_crimes_pt1_property_2016,CENSUS_TRACT
s,s,16,23.0,s,9.7,28,12.0,10,18,s,s,32,11.0,s,s,47,50.0,s,s,20,19.0,98,98.0,65,74.0,s,s,69043,48515,s,s,-30,338,315,344,447,513,565,491,538,629,711,883,1090.0,1166.0,1199.0,1152.0,1314.0,1279.0,183,198,214,265,270,247,203,229,247,281,292,323,289,280,270,270,236,6.6,8.7,4.7,16.0,6.0,8.3,11.0,7.1,4.2,7.5,4.8,3.8,4.5,3.5,5.3,5.7,3.8,23,43.0,42.0,39.0,43.0,33.0,27.0,26.0,25.0,23.0,23.0,12.0,21.0,21.0,24.0,19.0,14.0,9501.0
s,s,7,8.9,s,6.3,9,7.6,6.9,9.4,s,s,6.8,7.1,s,s,51,56.0,s,s,8.9,3.0,99,98.0,91,91.0,s,s,103363,98659,s,s,-4.6,102,92,99,109,130,142,147,168,181,223,295,383.0,374.0,370.0,366.0,347.0,326.0,77,64,59,55,51,60,63,56,66,63,107,145,125,142,137,106,107,4.2,5.9,7.6,2.3,4.7,4.4,8.7,8.1,3.1,5.5,6.5,2.7,6.2,6.2,6.5,5.8,5.2,32,28.0,30.0,31.0,29.0,42.0,28.0,19.0,25.0,22.0,27.0,31.0,41.0,32.0,42.0,41.0,28.0,9503.0
s,s,13,12.0,s,11,2.1,9.8,17,17,s,s,14,16.0,s,s,51,47.0,s,s,22,12.0,99,100.0,79,84.0,s,s,79193,84741,s,s,7,157,157,151,186,224,236,244,255,287,348,384,465.0,502.0,469.0,448.0,444.0,381.0,103,107,103,108,111,126,120,114,134,134,139,141,144,118,116,122,104,12,12.0,8.4,9.4,8.9,18.0,14.0,14.0,11.0,9.1,8.6,11.0,11.0,9.6,7.6,6.6,8.3,35,46.0,39.0,43.0,34.0,38.0,40.0,38.0,39.0,41.0,38.0,45.0,48.0,49.0,65.0,54.0,50.0,9504.0
s,s,6.6,9.7,s,6.8,0,10.0,11,13,s,s,7.5,24.0,s,s,49,51.0,s,s,17,16.0,99,100.0,86,67.0,s,s,88602,92745,s,s,4.7,185,169,178,198,243,251,270,234,303,375,396,517.0,548.0,528.0,497.0,505.0,469.0,112,102,113,114,141,153,133,103,128,134,131,143,154,128,130,134,128,6.9,11.0,12.0,15.0,13.0,10.0,13.0,16.0,13.0,15.0,11.0,8.7,7.2,6.5,9.9,10.0,9.9,34,46.0,48.0,43.0,40.0,38.0,29.0,40.0,32.0,31.0,41.0,44.0,40.0,31.0,51.0,60.0,68.0,9505.0
s,s,13,11.0,s,25,24,10.0,6.8,12,s,s,6.2,22.0,s,s,48,45.0,s,s,18,11.0,100,99.0,79,84.0,s,s,72886,80552,s,s,11,104,100,112,103,127,119,115,125,149,190,246,302.0,306.0,318.0,280.0,289.0,259.0,54,55,72,69,77,59,58,65,68,80,80,87,94,99,88,73,72,6.4,3.8,3.9,8.4,7.8,10.0,3.9,4.0,9.3,4.0,1.3,5.4,4.0,5.4,6.0,8.1,4.7,20,22.0,26.0,23.0,25.0,15.0,12.0,19.0,17.0,17.0,18.0,18.0,20.0,17.0,17.0,18.0,17.0,9507.0
s,s,5.7,7.7,s,2.7,1.6,3.5,9.6,15,s,s,7.9,11.0,s,s,53,60.0,s,s,15,7.0,98,98.0,81,76.0,s,s,82998,86715,s,s,4.5,238,188,183,199,234,261,258,285,324,392,500,636.0,687.0,723.0,709.0,735.0,712.0,121,116,108,104,115,120,103,117,144,145,158,193,208,194,223,205,173,3.2,2.8,9.0,12.0,6.0,8.2,9.7,13.0,14.0,13.0,7.6,8.2,6.7,8.2,6.1,7.6,4.6,28,26.0,26.0,30.0,24.0,22.0,18.0,19.0,29.0,23.0,24.0,29.0,26.0,18.0,31.0,22.0,29.0,9508.0
s,s,5.7,4.3,s,15,0,4.0,2.1,9,s,s,4.8,26.0,s,s,52,51.0,s,s,25,11.0,100,99.0,90,85.0,s,s,86015,83848,s,s,-2.5,159,160,153,189,227,239,247,258,290,353,389,471.0,509.0,475.0,455.0,450.0,387.0,104,108,104,109,113,128,122,116,136,135,141,143,146,119,118,123,105,4.1,4.8,6.1,8.2,5.1,5.8,5.1,5.4,5.8,5.1,5.8,3.7,4.8,5.4,3.4,3.4,3.7,15,23.0,25.0,20.0,19.0,20.0,17.0,21.0,20.0,20.0,19.0,18.0,23.0,18.0,32.0,22.0,9.2,9509.0
s,s,28,43.0,s,43,64,21.0,13,13,s,s,21,33.0,s,s,44,36.0,s,s,31,22.0,96,99.0,65,62.0,s,s,55983,42873,s,s,-23,869,824,895,922,975,1086,1092,1041,1099,1303,1408,1557.0,1603.0,1646.0,1592.0,1590.0,1443.0,506,513,594,585,605,627,617,652,644,734,758,752,771,776,715,673,616,20,20.0,26.0,24.0,21.0,36.0,17.0,19.0,26.0,22.0,13.0,17.0,17.0,26.0,36.0,17.0,20.0,37,47.0,37.0,98.0,56.0,42.0,34.0,58.0,52.0,53.0,57.0,37.0,57.0,42.0,61.0,41.0,38.0,9601.0
s,s,33,42.0,s,34,48,13.0,59,40,s,s,14,18.0,s,s,50,52.0,s,s,35,21.0,99,98.0,51,44.0,s,s,36095,27680,s,s,-23,1091,937,980,984,1032,1098,1094,1075,1062,1136,1317,1440.0,1464.0,1617.0,1664.0,1741.0,1616.0,620,539,533,517,509,555,522,590,537,534,590,597,633,640,654,668,626,8.8,17.0,13.0,17.0,15.0,18.0,13.0,12.0,14.0,13.0,14.0,14.0,11.0,15.0,21.0,14.0,18.0,40,46.0,46.0,62.0,54.0,46.0,30.0,48.0,44.0,48.0,38.0,29.0,33.0,41.0,38.0,35.0,33.0,9602.0
s,s,21,17.0,s,27,3.3,23.0,18,10,s,s,14,20.0,s,s,46,46.0,s,s,22,20.0,98,99.0,58,61.0,s,s,57905,74601,s,s,29,403,437,457,546,609,600,690,729,872,1069,1002,1129.0,1138.0,1112.0,1114.0,1164.0,1108.0,220,236,241,288,336,325,308,364,378,425,378,357,346,292,301,329,303,21,25.0,21.0,27.0,33.0,23.0,21.0,26.0,19.0,23.0,25.0,23.0,31.0,31.0,42.0,31.0,27.0,67,65.0,60.0,82.0,78.0,45.0,51.0,48.0,54.0,49.0,52.0,45.0,82.0,86.0,124.0,95.0,119.0,9603.0
s,s,15,9.7,s,17,3.2,13.0,18,12,s,s,11,14.0,s,s,44,54.0,s,s,31,9.7,96,99.0,71,69.0,s,s,66573,70935,s,s,6.6,505,416,433,513,542,589,610,567,636,730,801,884.0,935.0,988.0,926.0,939.0,829.0,273,230,227,272,282,281,292,263,257,300,287,291,328,353,324,300,250,6.5,16.0,13.0,8.6,8.6,11.0,7.6,13.0,11.0,11.0,6.6,9.7,11.0,17.0,7.1,6.6,9.2,33,32.0,37.0,62.0,36.0,27.0,20.0,30.0,45.0,31.0,24.0,33.0,33.0,33.0,43.0,47.0,28.0,9604.0
s,s,21,39.0,s,30,50,8.7,4.8,32,s,s,16,30.0,s,s,53,43.0,s,s,30,20.0,94,94.0,59,59.0,s,s,51777,45256,s,s,-13,665,713,813,917,936,976,1015,982,1096,1241,1408,1492.0,1620.0,1639.0,1642.0,1614.0,1548.0,492,501,530,592,581,598,566,548,568,592,667,664,648,604,622,645,652,26,15.0,18.0,20.0,17.0,20.0,13.0,20.0,21.0,20.0,17.0,17.0,17.0,16.0,11.0,8.2,20.0,37,37.0,23.0,28.0,35.0,26.0,31.0,43.0,31.0,35.0,27.0,29.0,26.0,26.0,23.0,26.0,20.0,9700.0
s,s,48,40.0,s,59,56,9.7,7.5,31,s,s,28,31.0,s,s,41,42.0,s,s,42,22.0,97,97.0,52,50.0,s,s,37023,39424,s,s,6.5,1302,1170,1091,1104,1067,671,585,573,626,743,835,907.0,955.0,958.0,981.0,1012.0,1043.0,905,808,775,748,685,433,327,321,375,403,410,375,359,353,377,375,373,22,39.0,31.0,31.0,26.0,26.0,20.0,30.0,23.0,27.0,22.0,27.0,18.0,14.0,19.0,16.0,16.0,37,40.0,41.0,45.0,32.0,31.0,29.0,52.0,49.0,41.0,43.0,36.0,33.0,38.0,43.0,51.0,34.0,9801.0
s,s,41,50.0,s,47,72,32.0,7.3,23,s,s,29,32.0,s,s,33,43.0,s,s,36,23.0,93,98.0,47,45.0,s,s,42594,38328,s,s,-10,897,872,1092,1143,1098,1021,896,839,918,1003,1090,1045.0,1014.0,1101.0,1104.0,1068.0,1102.0,600,584,760,781,704,676,535,497,513,527,543,478,448,527,496,457,538,22,26.0,29.0,41.0,28.0,21.0,22.0,19.0,18.0,15.0,15.0,17.0,12.0,14.0,7.7,10.0,14.0,44,33.0,41.0,41.0,34.0,27.0,32.0,38.0,50.0,22.0,41.0,35.0,29.0,45.0,28.0,31.0,37.0,9802.0
s,s,35,45.0,s,55,61,22.0,14,34,s,s,22,29.0,s,s,48,42.0,s,s,26,16.0,96,97.0,52,55.0,s,s,44793,35437,s,s,-21,616,597,637,693,626,659,735,756,867,1010,1165,1387.0,1567.0,1710.0,1689.0,1781.0,1633.0,368,354,418,436,370,342,373,394,451,456,481,536,581,667,708,672,635,29,26.0,20.0,19.0,12.0,15.0,16.0,15.0,15.0,20.0,16.0,16.0,17.0,14.0,14.0,11.0,14.0,36,48.0,52.0,43.0,33.0,48.0,43.0,59.0,49.0,43.0,43.0,34.0,45.0,30.0,34.0,28.0,32.0,9803.0
s,s,33,35.0,s,42,51,5.3,36,11,s,s,20,28.0,s,s,46,47.0,s,s,30,17.0,96,94.0,57,57.0,s,s,47401,50396,s,s,6.3,749,684,612,557,630,685,679,742,843,927,1075,1245.0,1223.0,1217.0,1155.0,1160.0,1056.0,504,484,413,373,375,404,396,421,436,444,483,518,473,434,412,363,360,20,27.0,20.0,19.0,17.0,16.0,21.0,24.0,29.0,19.0,19.0,27.0,17.0,24.0,17.0,17.0,18.0,35,34.0,42.0,33.0,36.0,29.0,36.0,44.0,57.0,55.0,59.0,64.0,30.0,40.0,36.0,32.0,30.0,9804.0
s,s,19,34.0,s,33,57,8.1,16,23,s,s,12,25.0,s,s,49,44.0,s,s,27,12.0,94,96.0,67,58.0,s,s,67245,72131,s,s,7.3,778,635,658,695,695,736,791,866,1108,1361,1534,1718.0,1839.0,1938.0,2087.0,2337.0,2372.0,544,418,422,422,375,411,400,458,533,582,527,576,586,613,660,696,779,21,19.0,16.0,19.0,13.0,16.0,12.0,17.0,19.0,13.0,16.0,16.0,24.0,27.0,24.0,21.0,20.0,30,47.0,48.0,44.0,29.0,37.0,42.0,46.0,48.0,45.0,42.0,34.0,52.0,57.0,58.0,44.0,49.0,9807.0
s,s,41,40.0,s,48,47,41.0,35,25,s,s,22,27.0,s,s,42,59.0,s,s,41,16.0,94,99.0,49,57.0,s,s,47627,34877,s,s,-27,1125,999,984,1079,1224,1291,1281,1230,1310,1611,1838,2056.0,2208.0,2272.0,2263.0,2246.0,2108.0,738,712,702,729,805,838,747,686,735,847,892,935,987,997,982,918,904,31,33.0,33.0,30.0,26.0,23.0,21.0,28.0,27.0,32.0,28.0,27.0,24.0,23.0,21.0,15.0,14.0,32,49.0,43.0,37.0,39.0,53.0,45.0,58.0,53.0,61.0,63.0,43.0,50.0,43.0,37.0,35.0,40.0,9810.0
s,s,41,33.0,s,48,45,41.0,35,26,s,s,22,37.0,s,s,42,37.0,s,s,41,18.0,94,92.0,49,35.0,s,s,47627,31107,s,s,-35,1379,1225,1206,1324,1501,1584,1571,1509,1607,1975,2255,2521.0,2708.0,2786.0,2775.0,2754.0,2585.0,906,873,861,894,987,1028,915,841,901,1039,1094,1146,1210,1223,1204,1126,1108,28,22.0,27.0,31.0,22.0,23.0,17.0,18.0,18.0,19.0,16.0,16.0,14.0,14.0,11.0,13.0,9.9,38,28.0,38.0,44.0,45.0,31.0,42.0,39.0,37.0,33.0,30.0,28.0,28.0,34.0,19.0,20.0,23.0,9811.0
s,s,6.6,9.6,s,3.1,0,5.4,7.1,16,s,s,7.8,10.0,s,s,51,52.0,s,s,13,5.4,99,94.0,90,90.0,s,s,112544,114178,s,s,1.5,105,109,173,192,231,219,215,235,228,263,323,371.0,431.0,482.0,479.0,463.0,439.0,55,60,92,112,121,129,107,107,87,97,88,101,123,137,158,153,139,6.1,10.0,10.0,8.3,5.7,4.0,7.5,7.1,4.9,4.9,6.2,7.1,9.3,2.7,4.4,4.9,7.1,32,47.0,52.0,71.0,46.0,37.0,22.0,53.0,42.0,48.0,42.0,33.0,36.0,30.0,35.0,29.0,23.0,9901.0
s,s,13,11.0,s,18,16,12.0,12,8.3,s,s,15,16.0,s,s,44,50.0,s,s,23,16.0,99,96.0,75,80.0,s,s,73580,68732,s,s,-6.6,277,304,335,383,478,565,625,670,756,919,1117,1400.0,1532.0,1599.0,1544.0,1618.0,1575.0,150,167,195,184,215,227,240,231,291,319,333,349,350,322,319,378,385,12,17.0,12.0,14.0,12.0,12.0,9.3,11.0,11.0,10.0,7.2,10.0,13.0,16.0,13.0,8.6,11.0,39,44.0,61.0,79.0,55.0,32.0,36.0,41.0,41.0,38.0,28.0,29.0,49.0,34.0,36.0,33.0,38.0,9902.0
s,s,43,18.0,s,62,37,45.0,27,13,s,s,18,7.0,s,s,36,65.0,s,s,43,14.0,95,100.0,44,83.0,s,s,43133,62014,s,s,44,748,747,692,496,280,240,249,280,393,521,624,705.0,724.0,790.0,708.0,674.0,620.0,424,430,404,255,131,124,127,133,200,252,269,260,244,241,244,215,189,26,30.0,25.0,9.7,13.0,8.0,6.6,8.2,11.0,11.0,21.0,18.0,8.6,17.0,17.0,8.6,10.0,52,60.0,72.0,91.0,43.0,28.0,29.0,45.0,51.0,47.0,28.0,52.0,30.0,38.0,42.0,36.0,35.0,9903.0
s,s,30,35.0,s,36,46,5.4,28,24,s,s,13,19.0,s,s,53,52.0,s,s,35,19.0,90,94.0,57,54.0,s,s,40908,47752,s,s,17,559,546,570,651,745,710,668,648,669,910,1059,1203.0,1305.0,1508.0,1460.0,1430.0,1364.0,313,360,351,356,433,401,359,336,337,432,450,482,496,579,606,563,523,22,23.0,23.0,18.0,16.0,19.0,19.0,13.0,20.0,21.0,22.0,18.0,20.0,26.0,27.0,18.0,14.0,46,38.0,55.0,47.0,46.0,25.0,25.0,37.0,43.0,28.0,32.0,34.0,41.0,50.0,49.0,54.0,45.0,9904.0
s,s,34,27.0,s,49,43,14.0,31,15,s,s,19,26.0,s,s,47,51.0,s,s,40,16.0,96,96.0,52,60.0,s,s,50769,58139,s,s,15,832,826,813,914,904,974,925,897,876,1073,1377,1573.0,1608.0,1691.0,1568.0,1589.0,1437.0,515,559,517,514,535,554,500,466,448,501,607,663,641,654,624,648,618,22,25.0,18.0,16.0,14.0,14.0,20.0,12.0,12.0,15.0,14.0,14.0,13.0,23.0,11.0,16.0,14.0,37,44.0,50.0,53.0,39.0,34.0,41.0,46.0,43.0,23.0,39.0,26.0,42.0,50.0,53.0,49.0,43.0,9905.0
s,s,32,27.0,s,45,32,3.4,21,17,s,s,25,14.0,s,s,37,51.0,s,s,33,19.0,94,99.0,52,55.0,s,s,46420,44160,s,s,-4.9,414,501,564,620,702,716,751,655,613,687,771,820.0,814.0,859.0,869.0,824.0,769.0,296,352,404,407,446,394,405,332,311,317,342,349,349,332,314,279,263,18,21.0,20.0,33.0,32.0,28.0,20.0,28.0,28.0,34.0,28.0,32.0,19.0,23.0,25.0,28.0,22.0,34,27.0,35.0,59.0,44.0,33.0,30.0,52.0,54.0,53.0,50.0,51.0,48.0,46.0,52.0,42.0,33.0,9906.0
s,s,42,38.0,s,60,53,4.8,22,15,s,s,25,26.0,s,s,37,40.0,s,s,28,22.0,94,92.0,45,42.0,s,s,47717,37247,s,s,-22,1069,1016,1017,1066,1070,1204,1308,1254,1250,1403,1518,1641.0,1742.0,1826.0,1780.0,1733.0,1536.0,714,737,780,740,700,740,779,749,753,765,706,741,739,768,743,698,600,23,16.0,20.0,14.0,15.0,19.0,14.0,12.0,14.0,14.0,11.0,8.8,16.0,17.0,13.0,20.0,9.5,36,35.0,36.0,31.0,24.0,19.0,19.0,26.0,31.0,19.0,24.0,26.0,29.0,29.0,34.0,24.0,21.0,9907.0
s,s,18,13.0,s,36,0,8.2,5.9,21,s,s,4.2,3.5,s,s,63,76.0,s,s,12,4.2,97,97.0,31,45.0,s,s,57217,170532,s,s,198,83,69,82,82,72,92,166,218,240,144,119,119.0,126.0,137.0,100.0,83.0,69.0,39,40,63,48,43,42,43,37,21,25,21,8,s,s,s,s,5,48,32.0,30.0,33.0,33.0,26.0,27.0,25.0,29.0,20.0,18.0,19.0,20.0,16.0,18.0,16.0,15.0,509,418.0,358.0,238.0,211.0,168.0,153.0,182.0,223.0,178.0,133.0,127.0,152.0,139.0,185.0,157.0,169.0,10100.0
s,s,12,6.9,s,38,30,6.5,8.8,3.1,s,s,4.5,5.2,s,s,71,75.0,s,s,5.4,5.3,98,97.0,68,66.0,s,s,115685,138594,s,s,20,50,47,62,54,77,64,56,54,61,56,74,77.0,77.0,83.0,62.0,69.0,63.0,23,23,31,30,32,27,16,15,17,16,15,11,11,10,5,s,s,15,21.0,20.0,20.0,17.0,16.0,24.0,21.0,18.0,14.0,12.0,18.0,10.0,13.0,9.9,15.0,9.5,146,154.0,97.0,88.0,96.0,104.0,116.0,90.0,92.0,95.0,79.0,81.0,94.0,91.0,106.0,108.0,105.0,10200.0
s,s,13,22.0,s,16,24,9.9,16,14,s,s,6.3,16.0,s,s,71,52.0,s,s,18,13.0,97,99.0,80,70.0,s,s,98687,72147,s,s,-27,191,185,161,173,196,213,232,250,264,324,365,421.0,484.0,513.0,495.0,482.0,478.0,105,97,85,81,98,89,97,109,107,125,128,125,153,148,146,142,153,8.2,6.6,10.0,12.0,10.0,8.5,12.0,10.0,9.4,9.9,8.2,8.2,4.7,7.2,3.5,5.6,3.1,31,38.0,35.0,38.0,34.0,36.0,27.0,32.0,33.0,28.0,27.0,29.0,19.0,26.0,32.0,24.0,25.0,10300.0
s,s,27,31.0,s,44,47,13.0,4.3,13,s,s,21,17.0,s,s,41,46.0,s,s,41,17.0,93,95.0,61,61.0,s,s,60487,53580,s,s,-11,900,909,1014,1118,1239,1330,1452,1527,1599,1868,2114,2329.0,2418.0,2569.0,2602.0,2514.0,2342.0,554,602,631,687,767,740,646,657,679,722,785,794,796,828,868,802,717,29,32.0,33.0,28.0,26.0,25.0,25.0,36.0,33.0,33.0,28.0,34.0,31.0,36.0,30.0,33.0,23.0,37,44.0,54.0,45.0,41.0,42.0,49.0,51.0,60.0,51.0,57.0,73.0,50.0,63.0,60.0,49.0,46.0,10400.0
s,s,23,12.0,s,49,15,8.1,2.2,4.1,s,s,12,9.3,s,s,66,71.0,s,s,16,7.2,99,97.0,54,52.0,s,s,63027,108240,s,s,72,530,532,579,612,694,660,614,562,569,641,720,790.0,838.0,810.0,799.0,773.0,718.0,292,272,266,270,319,315,282,261,255,257,290,291,298,320,311,284,275,25,20.0,16.0,17.0,16.0,15.0,16.0,19.0,11.0,12.0,9.1,7.9,8.2,6.7,4.7,5.9,6.5,73,77.0,67.0,59.0,43.0,38.0,49.0,35.0,23.0,21.0,22.0,27.0,32.0,33.0,31.0,33.0,34.0,10500.0
s,s,25,15.0,s,29,19,32.0,23,24,s,s,18,6.2,s,s,48,77.0,s,s,33,5.1,97,96.0,65,66.0,s,s,63807,146769,s,s,130,928,844,977,1087,1308,1185,922,961,941,1221,1182,1140.0,1047.0,1068.0,959.0,850.0,662.0,492,460,468,436,444,408,328,257,231,284,292,254,232,210,210,173,158,58,56.0,53.0,53.0,53.0,35.0,32.0,43.0,39.0,38.0,31.0,34.0,33.0,21.0,21.0,22.0,20.0,176,165.0,143.0,147.0,177.0,124.0,161.0,159.0,132.0,125.0,97.0,112.0,147.0,136.0,147.0,132.0,132.0,10600.0
s,s,13,20.0,s,0,0,13.0,14,0.7,s,s,2.2,3.5,s,s,74,71.0,s,s,3,5.2,99,99.0,40,37.0,s,s,161670,126592,s,s,-22,6,5,s,7,s,s,6,7,6,7,8,13.0,21.0,18.0,12.0,12.0,13.0,0,0,0,s,0,s,s,0,0,0,s,6,8,8,s,s,s,70,68.0,60.0,67.0,60.0,48.0,56.0,44.0,46.0,39.0,41.0,60.0,40.0,36.0,29.0,34.0,32.0,1087,884.0,797.0,671.0,493.0,527.0,422.0,387.0,447.0,426.0,403.0,383.0,411.0,369.0,404.0,442.0,391.0,10700.0
s,s,54,38.0,s,56,i,7.3,17,0.8,s,s,60,8.6,s,s,31,37.0,s,s,3.8,3.4,99,97.0,24,22.0,s,s,40019,46784,s,s,17,11,6,10,s,16,14,10,36,49,39,45,48.0,37.0,41.0,11.0,11.0,7.0,s,s,0,0,7,5,s,23,27,19,25,33,27,24,11,0,s,6.1,5.8,3.6,3.0,3.5,2.1,1.6,1.4,3.5,2.9,2.8,4.5,2.2,1.6,2.7,2.7,1.9,78,54.0,50.0,47.0,34.0,43.0,34.0,27.0,30.0,24.0,24.0,28.0,33.0,28.0,36.0,38.0,30.0,10800.0
s,s,38,49.0,s,41,50,20.0,22,15,s,s,34,27.0,s,s,44,38.0,s,s,30,20.0,95,95.0,48,40.0,s,s,44126,38243,s,s,-13,637,673,728,844,750,806,927,1100,1050,1178,1408,1531.0,1570.0,1675.0,1704.0,1593.0,1612.0,406,510,561,609,488,479,464,585,547,530,594,600,606,611,660,623,703,23,17.0,19.0,15.0,15.0,14.0,14.0,27.0,17.0,19.0,15.0,14.0,12.0,12.0,12.0,13.0,9.0,44,63.0,58.0,48.0,38.0,44.0,54.0,61.0,63.0,74.0,63.0,37.0,35.0,22.0,30.0,27.0,24.0,10900.0
s,s,15,3.7,s,29,0,7.0,7.4,2.2,s,s,7.5,3.5,s,s,57,73.0,s,s,15,0.7,98,98.0,73,72.0,s,s,73628,131969,s,s,79,71,62,75,134,161,154,146,134,175,197,226,222.0,224.0,209.0,197.0,198.0,167.0,38,37,40,67,81,80,73,66,77,78,77,73,67,58,49,43,26,3.4,3.1,3.7,6.6,4.0,3.7,4.3,9.3,6.4,3.0,5.1,5.9,3.0,2.4,1.6,3.0,4.3,19,17.0,18.0,15.0,11.0,16.0,13.0,15.0,15.0,16.0,13.0,15.0,16.0,16.0,13.0,13.0,18.0,11000.0
s,s,16,21.0,s,21,6.1,12.0,12,23,s,s,15,15.0,s,s,44,51.0,s,s,27,20.0,99,97.0,82,86.0,s,s,75652,101837,s,s,35,582,493,549,659,817,812,730,743,874,1054,1139,1331.0,1443.0,1468.0,1436.0,1418.0,1363.0,293,256,313,323,433,420,356,329,339,345,365,374,398,432,441,431,425,23,26.0,21.0,30.0,19.0,26.0,17.0,20.0,13.0,17.0,19.0,17.0,20.0,14.0,14.0,14.0,15.0,93,108.0,89.0,89.0,79.0,94.0,66.0,86.0,62.0,75.0,74.0,78.0,81.0,82.0,95.0,104.0,68.0,11100.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
