GEO2010,PctPoorPersons_1980,PctPoorPersons_1990,PctPoorPersons_2000,PctPoorPersons_2011_15,PctPoorChildren_1990,PctPoorChildren_2000,PctPoorChildren_2011_15,PctPoorElderly_1990,PctPoorElderly_2000,PctPoorElderly_2011_15,PctUnemployed_1980,PctUnemployed_1990,PctUnemployed_2000,PctUnemployed_2011_15,Pct16andOverEmployed_1980,Pct16andOverEmployed_1990,Pct16andOverEmployed_2000,Pct16andOverEmployed_2011_15,Pct25andOverWoutHS_1980,Pct25andOverWoutHS_1990,Pct25andOverWoutHS_2000,Pct25andOverWoutHS_2011_15,PctHshldPhone_2000,PctHshldPhone_2011_15,PctHshldCar_2000,PctHshldCar_2011_15,AvgFamilyIncAdj_1980,AvgFamilyIncAdj_1990,AvgFamilyIncAdj_2000,AvgFamilyIncAdj_2011_15,PctChgAvgFamilyIncAdj_1980_1990,PctChgAvgFamilyIncAdj_1990_2000,PctChgAvgFamilyIncA_2000_2011_15,fs_client_2000,fs_client_2001,fs_client_2002,fs_client_2003,fs_client_2004,fs_client_2005,fs_client_2006,fs_client_2007,fs_client_2008,fs_client_2009,fs_client_2010,fs_client_2011,fs_client_2012,fs_client_2013,fs_client_2014,fs_client_2015,fs_client_2016,tanf_client_2000,tanf_client_2001,tanf_client_2002,tanf_client_2003,tanf_client_2004,tanf_client_2005,tanf_client_2006,tanf_client_2007,tanf_client_2008,tanf_client_2009,tanf_client_2010,tanf_client_2011,tanf_client_2012,tanf_client_2013,tanf_client_2014,tanf_client_2015,tanf_client_2016,Rate_crimes_pt1_violent_2000,Rate_crimes_pt1_violent_2001,Rate_crimes_pt1_violent_2002,Rate_crimes_pt1_violent_2003,Rate_crimes_pt1_violent_2004,Rate_crimes_pt1_violent_2005,Rate_crimes_pt1_violent_2006,Rate_crimes_pt1_violent_2007,Rate_crimes_pt1_violent_2008,Rate_crimes_pt1_violent_2009,Rate_crimes_pt1_violent_2010,Rate_crimes_pt1_violent_2011,Rate_crimes_pt1_violent_2012,Rate_crimes_pt1_violent_2013,Rate_crimes_pt1_violent_2014,Rate_crimes_pt1_violent_2015,Rate_crimes_pt1_violent_2016,Rate_crimes_pt1_property_2000,Rate_crimes_pt1_property_2001,Rate_crimes_pt1_property_2002,Rate_crimes_pt1_property_2003,Rate_crimes_pt1_property_2004,Rate_crimes_pt1_property_2005,Rate_crimes_pt1_property_2006,Rate_crimes_pt1_property_2007,Rate_crimes_pt1_property_2008,Rate_crimes_pt1_property_2009,Rate_crimes_pt1_property_2010,Rate_crimes_pt1_property_2011,Rate_crimes_pt1_property_2012,Rate_crimes_pt1_property_2013,Rate_crimes_pt1_property_2014,Rate_crimes_pt1_property_2015,Rate_crimes_pt1_property_2016
Tract 27.01,s,s,17,16,s,35,27,7.4,12,22,s,s,5.9,7,s,s,67,72,s,s,27,9.3,98,95,56,45,s,s,84109,106776,s,s,27,263,225,229,227,239,215,220,241,235,334,417,510,517,552,511,511,545,76,88,93,99,94,71,67,85,61,82,97,97,108,86,81,85,103,6.8,4.6,5.1,6.8,5.8,5.8,5.3,5.4,3.4,5.3,3.2,3.4,3.1,7.8,3.1,3.6,3.6,31,30,35,34,28,22,34,19,25,27,16,21,22,35,36,32,22
Tract 27.02,s,s,19,7.8,s,23,7.6,31,38,4.1,s,s,5.6,4,s,s,72,77,s,s,31,12,95,99,58,62,s,s,97078,142159,s,s,46,310,320,265,274,269,261,276,287,275,317,375,441,499,492,470,515,522,118,103,94,87,88,69,81,84,69,51,68,56,46,41,27,45,62,7.3,9.7,13,14,12,13,9.2,12,11,6.4,7.5,8.2,6.9,3.6,4.8,4.4,5.9,42,49,60,49,27,29,48,45,35,28,27,30,24,31,42,30,23
Tract 28.01,s,s,30,21,s,34,30,40,31,45,s,s,12,9.5,s,s,51,72,s,s,50,24,87,98,42,42,s,s,44624,42815,s,s,-4.1,596,545,473,447,489,508,511,516,541,614,739,824,873,873,808,848,796,294,281,250,210,235,242,226,220,234,255,253,245,246,213,191,186,182,21,7.7,18,24,18,20,21,22,19,19,12,14,15,15,10,14,9.5,43,43,41,44,41,37,45,29,28,32,27,29,29,29,37,39,28
Tract 28.02,s,s,33,20,s,42,35,50,31,30,s,s,5.7,5.9,s,s,60,75,s,s,63,27,93,95,30,37,s,s,60496,60588,s,s,0.2,831,760,658,624,681,708,712,718,772,855,1030,1148,1217,1217,1126,1181,1109,409,391,348,293,328,337,315,307,325,356,352,341,343,296,266,260,254,12,9.2,13,17,13,15,13,25,26,21,23,25,19,23,23,20,17,29,32,37,28,26,24,35,58,80,90,109,102,126,128,133,143,120
Tract 29,s,s,20,7.5,s,23,13,17,29,3.4,s,s,14,5.3,s,s,55,81,s,s,48,14,91,97,52,61,s,s,70681,106565,s,s,51,471,452,419,414,427,441,406,348,340,438,618,730,729,732,689,673,621,257,257,241,226,223,210,168,151,129,132,171,175,165,145,123,115,119,20,16,21,24,23,17,25,24,20,23,16,17,11,13,6.3,9.3,7.1,37,41,46,44,43,31,46,54,42,57,49,57,62,84,71,65,61
Tract 30,s,s,38,26,s,47,50,49,28,43,s,s,17,6.4,s,s,51,71,s,s,39,9.4,93,95,49,45,s,s,57526,81412,s,s,42,672,629,581,540,596,628,575,558,580,697,812,906,887,892,828,789,723,392,391,349,310,359,327,284,285,294,327,351,348,324,323,297,230,229,25,23,34,42,21,33,27,23,25,19,21,22,19,16,10,13,7.9,48,60,64,62,48,45,51,50,47,47,46,49,52,58,62,61,44
Tract 31,s,s,14,11,s,26,22,20,11,17,s,s,19,6,s,s,55,73,s,s,45,20,97,96,57,72,s,s,58229,86898,s,s,49,392,390,399,407,415,433,392,327,283,369,461,537,560,600,554,567,547,249,266,251,210,223,218,163,122,120,117,168,152,139,115,103,124,107,36,30,36,40,24,18,24,28,31,33,27,19,21,28,13,22,15,64,58,64,66,61,50,57,61,68,66,55,76,90,106,107,133,132
Tract 32,s,s,26,16,s,37,21,17,15,9.6,s,s,15,7.6,s,s,48,64,s,s,41,26,94,97,53,63,s,s,57784,98714,s,s,71,916,964,1000,1075,1036,1110,1007,934,873,1073,1294,1378,1382,1399,1285,1216,1051,558,622,658,684,627,636,512,481,399,447,471,424,390,399,369,311,248,23,15,25,32,25,19,27,19,19,15,14,9.6,10,9.2,7.3,7.9,4.3,50,46,48,56,60,47,50,40,36,42,49,38,50,46,42,35,29
Tract 33.01,s,s,23,7.6,s,34,0,12,27,4.3,s,s,15,4.3,s,s,53,83,s,s,26,2.6,97,99,67,76,s,s,76692,143117,s,s,87,377,352,343,357,374,400,310,315,320,378,384,472,436,417,350,324,254,209,193,189,185,217,202,136,147,152,143,127,141,118,98,83,70,66,14,18,18,16,11,11,9.4,10,13,14,6.6,6.6,7.5,7.8,4.1,7.2,12,43,55,48,76,50,39,47,42,36,31,41,39,50,34,47,43,37
Tract 33.02,s,s,15,12,s,16,12,20,12,33,s,s,14,9.2,s,s,55,74,s,s,26,6.9,95,98,65,78,s,s,80286,128629,s,s,60,296,303,294,299,287,276,250,242,254,247,272,298,284,269,206,201,170,179,139,132,135,129,124,101,79,89,83,108,91,81,91,87,79,61,19,18,23,19,15,15,8.4,12,11,14,8.9,5.6,8,7,11,11,12,28,40,42,60,44,38,31,43,36,46,34,36,65,48,50,54,50
Tract 34,s,s,40,19,s,60,21,38,38,15,s,s,16,10,s,s,39,47,s,s,37,13,95,96,38,58,s,s,41577,92614,s,s,123,645,606,591,619,635,603,546,549,521,579,648,674,699,689,626,656,619,355,292,314,294,326,313,217,244,230,212,201,183,169,178,183,145,129,21,24,22,18,16,20,23,20,22,16,14,12,14,14,13,10,12,74,89,80,112,75,80,63,53,60,47,39,48,65,49,59,48,64
Tract 35,s,s,36,21,s,41,40,38,34,41,s,s,9,11,s,s,47,52,s,s,44,22,97,98,40,56,s,s,42119,75540,s,s,79,371,383,371,402,406,419,405,380,361,409,501,648,653,658,604,576,521,209,201,185,189,198,198,172,149,157,155,155,157,171,162,140,114,98,16,22,16,11,14,18,12,13,17,14,13,12,14,14,15,7.2,8.8,76,76,63,60,62,49,51,52,59,52,39,48,54,73,80,70,111
Tract 36,s,s,28,10,s,24,0,41,48,20,s,s,11,8.4,s,s,56,78,s,s,43,7.9,95,97,45,59,s,s,51602,101803,s,s,97,650,571,588,644,620,624,616,574,546,588,655,758,760,811,763,762,706,333,283,283,288,288,272,228,190,201,190,172,177,170,158,145,117,111,19,25,22,23,22,23,18,12,14,9.1,12,16,8.8,7.4,6.9,11,8.6,42,49,55,51,51,44,44,50,45,41,40,43,41,52,54,50,53
Tract 37,s,s,34,17,s,47,34,44,23,47,s,s,6.3,8,s,s,58,73,s,s,44,12,95,95,36,47,s,s,46503,74657,s,s,61,984,941,988,1004,876,919,837,859,883,988,1175,1302,1325,1415,1308,1261,1234,528,567,623,604,511,481,426,393,408,447,468,494,477,501,443,391,364,12,15,14,17,11,14,16,11,11,11,6.6,9.5,8,9.2,6.1,5.9,6.9,32,37,43,38,29,29,35,35,36,28,23,42,29,34,45,34,29
Tract 38,s,s,21,11,s,49,16,25,21,0,s,s,5.1,6.1,s,s,70,74,s,s,24,12,98,97,51,56,s,s,79432,141871,s,s,79,348,329,348,348,342,325,338,340,304,350,420,518,550,551,498,486,462,175,188,183,169,133,117,97,95,95,94,110,130,113,106,90,102,99,15,19,22,20,20,20,18,16,20,16,14,16,8.9,8.2,4.6,4.3,6.5,64,99,77,87,58,62,69,63,58,53,40,58,42,54,57,40,35
Tract 39,s,s,8.4,9.8,s,7.8,0,5.4,6.8,12,s,s,3.2,9,s,s,80,78,s,s,11,1.7,99,96,56,52,s,s,92370,162466,s,s,76,136,143,126,131,130,117,112,110,95,132,139,167,170,174,159,169,156,44,34,31,25,26,21,16,17,14,30,28,24,11,24,24,23,17,6.2,11,16,12,14,12,9.7,13,7.8,8.5,7.2,8.9,11,8.7,4.2,8.7,4.9,47,46,43,50,38,36,47,39,33,27,30,34,38,41,41,36,39
Tract 40.01,s,s,5.2,4.4,s,0,0,13,2.4,3.6,s,s,0.6,3.6,s,s,87,81,s,s,3,2.4,100,97,69,63,s,s,237346,240876,s,s,1.5,29,26,29,34,38,34,28,26,30,36,42,45,54,58,46,46,47,14,9,10,9,10,8,8,5,5,7,s,s,s,7,6,7,11,1.8,4.4,6.2,5.5,5.1,4.8,4.5,8.6,6.6,5.9,6.1,6.7,4.8,3.5,2.4,4.8,1.9,31,34,39,38,24,31,33,37,37,30,28,28,32,31,35,34,34
Tract 40.02,s,s,5.1,3.8,s,1.6,0,13,3.4,9.5,s,s,2.7,2.1,s,s,82,85,s,s,9.7,0.9,99,99,64,51,s,s,143620,146121,s,s,1.7,29,25,29,33,37,34,28,26,30,36,42,45,54,58,46,46,47,14,9,10,9,10,8,8,5,5,6,s,s,s,7,6,7,11,12,16,15,17,15,15,16,14,14,11,12,8.2,14,18,9.7,12,7.2,68,61,85,73,54,50,49,57,44,52,55,53,70,64,64,53,58
Tract 41,s,s,3.6,5.7,s,4.3,1.8,1.5,1.8,3.6,s,s,1.2,2.7,s,s,76,73,s,s,5.2,2.6,100,98,74,63,s,s,312741,216664,s,s,-31,s,s,5,6,20,24,21,15,7,9,13,16,29,18,19,15,17,0,s,0,0,0,s,0,0,0,0,s,s,s,5,0,0,0,7.9,5.5,8.6,5,5.8,4.6,2.3,4.9,3.7,4.5,3.7,2.2,8.5,2.6,3.3,1.8,3.3,48,42,43,56,33,31,41,41,27,36,33,30,55,32,48,55,49
Tract 42.01,s,s,9,4.9,s,31,0,34,6.6,19,s,s,2.7,4,s,s,87,88,s,s,7.5,3.8,100,95,56,53,s,s,133658,152973,s,s,14,57,65,71,72,79,69,72,64,53,60,65,72,77,81,69,53,54,15,21,20,20,15,20,19,24,19,16,18,20,16,20,9,5,s,9.8,7.4,11,6.9,8.1,6,6.6,9,5.4,5.7,8.7,5.7,5.4,10,5.1,2.1,3.9,43,43,52,49,39,29,43,36,33,43,32,42,53,42,46,43,45
Tract 42.02,s,s,7.9,7.4,s,0,0,12,13,1.2,s,s,2.4,3.2,s,s,82,85,s,s,6.9,0.9,99,96,50,48,s,s,163335,215739,s,s,32,37,29,28,29,25,35,29,31,28,31,37,35,40,37,36,27,28,6,8,5,11,s,5,6,s,s,9,7,s,s,s,0,0,s,12,7.9,14,12,14,6.7,7.4,9.9,12,10,12,12,9,4,1.1,5.1,3.6,60,68,72,63,59,50,47,62,59,76,67,71,55,49,47,49,69
Tract 43,s,s,20,12,s,35,27,33,38,27,s,s,4.9,7.1,s,s,67,79,s,s,27,10,98,99,46,48,s,s,107975,117233,s,s,8.6,347,316,304,272,289,296,261,236,233,269,361,384,376,366,348,303,266,172,149,121,116,140,129,104,96,78,77,84,63,71,70,67,51,43,18,13,10,17,14,13,11,15,13,10,6.8,10,14,17,12,9.2,6.8,52,48,54,52,45,43,50,52,51,58,50,54,79,74,101,96,86
Tract 44,s,s,20,13,s,30,28,18,43,46,s,s,4.4,3.7,s,s,66,83,s,s,25,5.5,97,96,59,64,s,s,62904,206342,s,s,228,291,241,246,248,229,203,205,185,197,209,246,294,308,286,254,231,196,134,130,112,125,114,88,76,64,65,57,63,51,52,60,44,46,30,55,57,48,41,36,38,43,34,28,28,26,40,29,26,16,18,18,265,195,199,177,175,149,166,146,149,151,109,116,146,143,146,147,192
Tract 46,s,s,24,14,s,32,36,19,23,2.2,s,s,22,9.6,s,s,44,68,s,s,32,10,95,97,56,72,s,s,54478,106310,s,s,95,724,655,613,622,677,653,616,541,585,695,732,799,751,732,695,640,600,416,394,357,300,340,315,290,234,237,269,235,251,213,194,199,155,147,32,33,27,31,27,25,26,23,20,23,29,25,29,19,17,21,22,52,48,53,60,55,41,40,68,61,60,47,58,82,54,70,73,79
Tract 47.01,s,s,37,24,s,39,31,60,33,14,s,s,25,8.4,s,s,32,57,s,s,42,16,95,98,33,45,s,s,33758,66565,s,s,97,1379,1369,1441,1639,1622,1636,1602,1564,1376,1283,1430,1571,1655,1652,1569,1543,1464,727,800,844,925,963,999,905,848,691,553,565,581,575,546,531,472,460,33,32,40,39,25,29,25,19,13,15,16,19,13,9.8,8.8,10,8.5,48,58,48,36,38,52,49,32,32,32,30,41,41,42,43,61,90
Tract 47.02,s,s,37,15,s,39,36,60,33,24,s,s,25,6.9,s,s,32,72,s,s,42,10,95,98,33,54,s,s,33758,138860,s,s,311,377,375,394,449,444,448,439,428,377,351,392,430,453,452,429,423,401,199,219,231,253,264,274,248,232,189,151,155,159,157,149,146,129,126,45,32,39,39,19,30,23,32,23,15,21,19,12,14,15,14,14,166,156,140,104,89,89,75,70,53,40,37,33,32,33,115,96,128
Tract 48.01,s,s,30,9.7,s,40,0,52,32,21,s,s,11,4.5,s,s,50,76,s,s,36,11,92,94,53,59,s,s,59498,117975,s,s,98,302,291,238,268,274,253,231,241,205,246,296,323,309,281,240,252,258,137,142,123,106,106,98,88,82,57,64,71,73,74,53,38,40,37,27,30,25,18,21,26,15,27,23,27,25,26,14,20,18,9.8,14,76,72,85,79,89,69,51,66,90,73,64,73,95,82,92,110,96
Tract 48.02,s,s,21,26,s,16,39,31,31,49,s,s,13,3,s,s,52,72,s,s,34,15,98,100,58,50,s,s,52562,79919,s,s,52,483,464,524,542,586,585,590,591,566,575,653,704,735,701,640,650,613,242,248,280,285,288,249,218,225,204,211,204,194,192,193,188,182,176,13,18,16,16,13,10,16,16,9.2,9.6,15,11,11,13,7.9,6.2,5.8,34,38,45,44,54,42,39,45,41,24,28,41,51,55,73,39,49
Tract 49.01,s,s,35,21,s,47,32,51,51,18,s,s,15,8.3,s,s,49,69,s,s,39,16,99,95,46,62,s,s,44791,73912,s,s,65,444,479,527,513,496,559,550,519,476,524,576,647,630,654,609,609,544,244,264,265,288,281,299,250,254,219,211,185,173,165,158,142,124,111,28,33,28,29,30,30,30,24,10,14,20,16,12,16,14,20,12,69,80,82,76,76,54,71,58,71,60,44,53,67,76,92,103,109
Tract 49.02,s,s,19,12,s,18,9.7,47,21,16,s,s,6,5,s,s,68,84,s,s,30,14,94,99,53,56,s,s,77307,98631,s,s,28,211,233,254,274,269,274,303,278,305,327,361,396,457,496,464,439,424,111,115,144,156,156,159,142,104,98,102,114,117,142,155,125,104,97,23,23,19,23,18,15,22,25,18,20,16,14,8.2,11,12,11,13,49,55,62,59,70,54,78,67,62,63,38,59,76,75,96,99,147
Tract 50.01,s,s,27,8.3,s,40,0,44,55,22,s,s,7.5,2.5,s,s,67,82,s,s,31,6.2,95,99,47,69,s,s,76688,196843,s,s,157,86,81,80,83,82,90,91,90,89,97,116,139,152,164,154,151,138,20,23,23,21,21,19,17,13,14,12,14,16,15,15,14,13,11,21,37,34,18,22,24,18,11,15,17,9.2,9.7,12,8.7,5.1,9.7,7.2,148,129,142,112,98,92,131,72,66,67,61,58,95,70,75,74,101
Tract 50.02,s,s,27,13,s,40,9.7,44,55,34,s,s,7.5,4.1,s,s,67,77,s,s,31,16,95,99,47,39,s,s,76688,118073,s,s,54,462,431,430,444,436,482,489,479,478,518,622,742,811,874,825,807,735,105,121,125,113,112,99,88,70,72,66,75,87,82,79,76,70,61,11,13,7.5,9.2,7.6,8.2,11,7.4,8.1,3.5,5.8,5.8,6.3,3.2,3,3.2,3.2,34,33,48,39,38,34,38,32,30,29,20,24,28,26,29,24,29
Tract 52.01,s,s,19,7.9,s,45,0,22,36,20,s,s,5.3,2.8,s,s,74,88,s,s,14,6.2,99,97,45,51,s,s,79867,187519,s,s,135,278,274,299,325,323,321,310,300,291,315,352,380,357,371,348,324,298,116,116,122,137,141,134,121,122,87,105,122,108,89,69,46,50,47,10,15,9.9,9.6,6,9,6.8,9.8,8.3,8.4,7.9,8.6,6.9,6.9,4.8,5.4,3.6,58,54,66,57,46,45,49,59,57,59,48,56,56,54,64,62,70
Tract 53.01,s,s,8.7,7.8,s,10,0,12,12,7.4,s,s,2.9,0.8,s,s,87,85,s,s,5.9,0.7,99,96,45,40,s,s,202199,157026,s,s,-22,47,53,52,61,52,48,45,60,61,61,78,65,64,57,62,60,62,18,22,22,24,27,13,11,12,20,29,25,12,6,6,8,10,11,11,8.3,8.9,8.1,7.3,6.1,7.7,5.5,7.5,6.3,7.1,6.1,5.9,3.2,2.6,4.4,3.6,75,57,59,47,45,45,37,45,57,55,34,54,56,47,50,48,50
Tract 55,s,s,13,18,s,21,39,3.1,0,7.7,s,s,1.2,2.5,s,s,79,74,s,s,5.6,1.2,99,97,51,52,s,s,175218,203773,s,s,16,s,7,12,8,12,14,10,10,11,11,21,26,37,39,31,32,38,0,0,s,s,s,0,s,0,0,0,5,s,5,s,s,s,18,12,14,13,15,10,9.7,9,9.7,8.1,9.9,7.6,9.6,8.8,4.3,6.6,4.9,6.9,104,83,77,77,65,62,56,67,72,59,50,60,69,67,70,78,85
Tract 56,s,s,25,22,s,0,0,9.4,12,16,s,s,4.5,2.9,s,s,55,60,s,s,6,3.4,100,98,49,35,s,s,320413,249259,s,s,-22,53,41,29,25,20,22,35,40,33,32,47,54,64,67,78,127,132,s,0,0,0,s,0,s,s,s,0,0,s,s,0,0,17,8,3,3.6,4.4,3.4,2.2,2.2,1.1,1.8,3,2.2,2.7,1.6,2.4,1.2,1.2,2.2,3,30,24,24,25,25,16,17,17,16,16,16,20,16,17,23,20,18
Tract 58,s,s,31,16,s,53,23,70,54,24,s,s,4.2,5.6,s,s,63,78,s,s,32,9.7,99,99,47,47,s,s,115771,208395,s,s,80,334,311,375,476,558,568,518,312,211,178,181,196,181,168,177,183,184,24,9,10,11,14,7,8,11,5,0,s,s,5,s,0,s,7,145,151,81,78,55,41,50,46,46,40,37,40,43,38,28,36,36,1023,828,578,451,331,298,332,340,320,311,258,286,368,330,402,359,419
Tract 59,s,s,37,14,s,5.1,0,55,64,34,s,s,32,5.2,s,s,43,74,s,s,34,9.1,95,98,39,44,s,s,67101,138258,s,s,106,903,740,754,934,969,969,901,748,721,850,877,952,962,969,843,812,683,120,125,142,152,142,133,102,81,47,56,48,62,80,82,89,70,59,21,21,19,21,11,8.8,12,15,16,13,7.3,12,11,7.3,10,13,13,157,128,135,96,48,50,55,66,56,58,36,57,70,68,65,48,63
Tract 62.02,s,s,i,0,s,i,0,0,i,i,s,s,i,0,s,s,i,100,s,s,i,0,i,100,i,100,s,s,i,i,s,s,i,8,12,6,5,6,s,s,6,8,12,15,16,9,9,10,14,15,0,s,0,s,s,0,0,s,s,s,s,s,s,s,s,0,0,i,9667,3286,1900,1308,706,650,609,538,500,576,424,545,424,121,394,545,i,84667,27571,17000,6692,6118,4150,4652,4500,4200,3606,3697,4152,4515,5545,3909,4333
Tract 64,s,s,42,44,s,46,59,31,61,33,s,s,16,19,s,s,32,38,s,s,52,25,97,93,29,40,s,s,28168,38352,s,s,36,1032,995,967,1046,1116,1139,1138,1094,1185,1248,1399,1488,1526,1535,1500,1465,1301,610,605,557,585,618,596,592,545,558,598,619,606,590,569,542,477,430,28,22,23,19,22,24,27,22,21,16,14,17,15,17,16,13,17,57,52,57,42,39,47,47,53,40,21,40,36,47,59,38,41,54
Tract 65,s,s,5.3,8.2,s,6.9,3.3,0,0,0,s,s,1.6,3,s,s,86,84,s,s,2.5,2.8,100,97,80,70,s,s,180879,233031,s,s,29,33,35,29,26,25,23,27,24,17,23,34,41,33,34,29,32,21,10,10,7,8,6,8,11,10,5,8,7,6,s,s,s,7,0,4.4,6.4,6.7,7.1,4,4.8,4,0.8,4,3.2,2.8,2,4.7,2.8,4.3,2.4,2.8,60,64,55,46,38,42,34,35,36,35,32,35,57,45,48,40,40
Tract 66,s,s,5.2,2.6,s,0,0,3.3,10,11,s,s,1.8,4,s,s,85,79,s,s,2,0.6,100,100,83,75,s,s,219466,269634,s,s,23,s,7,8,s,5,s,s,7,8,10,17,13,13,15,18,16,18,s,s,s,0,0,0,0,s,s,s,s,s,s,s,s,s,s,8.6,12,19,16,7.2,12,11,9.1,14,10,6.3,5.2,9.4,8.4,7.3,5.8,7.3,76,82,84,70,55,48,52,72,69,59,45,63,77,94,83,81,101
Tract 67,s,s,4.9,3.9,s,3.7,0,18,12,1.2,s,s,0.9,3,s,s,80,77,s,s,5.2,2.6,99,97,83,86,s,s,155816,218587,s,s,40,263,157,106,64,81,74,72,83,77,81,85,99,116,111,106,104,91,20,20,23,29,40,36,31,30,27,32,21,24,32,24,26,22,18,11,14,14,15,9.1,9,6.5,6.7,5.9,7.7,4.8,7.4,3.7,5.3,3.4,7.4,3.4,50,70,52,48,37,45,29,36,51,61,38,41,35,45,46,32,32
Tract 68.01,s,s,24,10,s,39,20,14,11,6,s,s,17,10,s,s,48,71,s,s,25,11,96,97,52,79,s,s,68916,109841,s,s,59,420,371,321,330,326,297,267,282,298,353,419,432,413,448,448,418,392,184,218,192,162,178,150,109,116,116,152,164,156,154,168,177,148,160,13,8.7,9.8,8.4,14,10,10,14,15,17,12,5.6,9.2,12,8.2,11,9.7,21,39,36,39,41,36,35,44,43,44,33,33,38,27,35,41,46
Tract 68.02,s,s,23,11,s,22,9.3,8.9,34,1.7,s,s,9.7,9.9,s,s,54,72,s,s,26,8.5,99,98,67,83,s,s,77514,143023,s,s,85,320,269,241,200,203,208,201,205,202,232,242,287,278,249,230,208,154,148,156,133,119,124,118,93,87,72,72,69,66,81,76,58,48,43,7.9,13,12,11,7.3,9.2,10,4.8,7.2,2.9,6.2,1,5.8,3.8,1.9,5.3,6.7,32,61,36,44,33,32,31,27,44,27,24,31,36,41,43,35,26
Tract 68.04,s,s,9.6,91,s,0,i,0,0,100,s,s,0,54,s,s,9.9,0.4,s,s,39,27,54,100,71,100,s,s,83823,i,s,s,i,14,5,7,19,25,45,91,99,169,184,205,195,204,449,387,338,268,s,s,s,13,14,25,44,38,49,58,105,106,130,333,312,285,230,4.5,5.1,3.9,2.4,3.9,4.8,3.4,6.8,4,5,5.4,6,3,3.3,4.4,3.3,4.1,16,16,11,16,14,14,13,12,12,10,9,17,6.3,4.9,5.7,2.2,2.7
Tract 69,s,s,19,3.9,s,25,0,23,28,9.7,s,s,9,1.6,s,s,62,82,s,s,15,4.5,99,99,71,81,s,s,96371,171152,s,s,78,206,172,159,171,192,182,166,157,177,181,208,192,184,199,187,191,185,86,80,75,72,100,95,53,46,62,51,54,40,39,41,38,41,44,17,29,28,23,17,21,19,19,26,26,16,12,14,11,12,13,13,93,150,94,69,80,76,60,81,96,81,73,57,72,97,95,112,98
